date,year,month,district,mandal,fps_id,commodity,beneficiary_count,demand_kg,stock_allocated_kg,stock_utilized_kg,stock_remaining_kg,price_per_kg_rs,warehouse
2023-02-01,2023,2,Guntur,Ponnur,FPS-GUN-PON-03,Rice,1225,6412,6257,5557.0,700.0,1,WH-GUN
2023-02-01,2023,2,Guntur,Ponnur,FPS-GUN-PON-03,Wheat,1225,2102,1904,1550.0,354.0,2,WH-GUN
2023-02-01,2023,2,Guntur,Ponnur,FPS-GUN-PON-03,Sugar,1225,263,266,185.0,81.0,13,WH-GUN
2023-03-01,2023,3,Guntur,Ponnur,FPS-GUN-PON-03,Rice,1262,6304,6054,5502.0,552.0,1,WH-GUN
2023-03-01,2023,3,Guntur,Ponnur,FPS-GUN-PON-03,Wheat,1262,2063,2232,1833.0,399.0,2,WH-GUN
2023-03-01,2023,3,Guntur,Ponnur,FPS-GUN-PON-03,Sugar,1262,248,250,,,13,WH-GUN
2023-04-01,2023,4,Guntur,Ponnur,FPS-GUN-PON-03,Rice,1242,5972,6163,5331.0,832.0,1,WH-GUN
2023-04-01,2023,4,Guntur,Ponnur,FPS-GUN-PON-03,Wheat,1242,2014,2047,1620.0,427.0,2,WH-GUN
2023-04-01,2023,4,Guntur,Ponnur,FPS-GUN-PON-03,Sugar,1242,239,230,161.0,69.0,13,WH-GUN
2023-05-01,2023,5,Guntur,Ponnur,FPS-GUN-PON-03,Rice,1243,5816,6000,4799.0,1201.0,1,WH-GUN
2023-05-01,2023,5,Guntur,Ponnur,FPS-GUN-PON-03,Wheat,1243,1880,1796,1409.0,387.0,2,WH-GUN
2023-05-01,2023,5,Guntur,Ponnur,FPS-GUN-PON-03,Sugar,1243,252,253,169.0,84.0,13,WH-GUN
2023-06-01,2023,6,Guntur,Ponnur,FPS-GUN-PON-03,Rice,1247,5921,6081,4623.0,1458.0,1,WH-GUN
2023-06-01,2023,6,Guntur,Ponnur,FPS-GUN-PON-03,Wheat,1247,2001,1913,1676.0,237.0,2,WH-GUN
2023-06-01,2023,6,Guntur,Ponnur,FPS-GUN-PON-03,Sugar,1247,241,242,167.0,75.0,13,WH-GUN
2023-07-01,2023,7,Guntur,Ponnur,FPS-GUN-PON-03,Rice,1237,6088,5914,5154.0,760.0,1,WH-GUN
2023-07-01,2023,7,Guntur,Ponnur,FPS-GUN-PON-03,Wheat,1237,1969,2075,,,2,WH-GUN
2023-07-01,2023,7,Guntur,Ponnur,FPS-GUN-PON-03,Sugar,1237,247,228,153.0,75.0,13,WH-GUN
2023-08-01,2023,8,Guntur,Ponnur,FPS-GUN-PON-03,Rice,1252,6234,6011,5212.0,799.0,1,WH-GUN
2023-08-01,2023,8,Guntur,Ponnur,FPS-GUN-PON-03,Wheat,1252,2021,1868,1511.0,357.0,2,WH-GUN
2023-08-01,2023,8,Guntur,Ponnur,FPS-GUN-PON-03,Sugar,1252,241,253,178.0,75.0,13,WH-GUN
2023-09-01,2023,9,Guntur,Ponnur,FPS-GUN-PON-03,Rice,1244,6228,6664,5986.0,678.0,1,WH-GUN
2023-09-01,2023,9,Guntur,Ponnur,FPS-GUN-PON-03,Wheat,1244,2049,2123,1589.0,534.0,2,WH-GUN
2023-09-01,2023,9,Guntur,Ponnur,FPS-GUN-PON-03,Sugar,1244,243,250,170.0,80.0,13,WH-GUN
2023-10-01,2023,10,Guntur,Ponnur,FPS-GUN-PON-03,Rice,1259,6390,6857,6336.0,521.0,1,WH-GUN
2023-10-01,2023,10,Guntur,Ponnur,FPS-GUN-PON-03,Wheat,1259,2086,1889,1660.0,229.0,2,WH-GUN
2023-10-01,2023,10,Guntur,Ponnur,FPS-GUN-PON-03,Sugar,1259,203,222,173.0,49.0,13,WH-GUN
2023-11-01,2023,11,Guntur,Ponnur,FPS-GUN-PON-03,Rice,1240,6573,6813,,,1,WH-GUN
2023-11-01,2023,11,Guntur,Ponnur,FPS-GUN-PON-03,Wheat,1240,2153,2258,1963.0,295.0,2,WH-GUN
2023-11-01,2023,11,Guntur,Ponnur,FPS-GUN-PON-03,Sugar,1240,231,253,208.0,45.0,13,WH-GUN
2023-12-01,2023,12,Guntur,Ponnur,FPS-GUN-PON-03,Rice,1226,6781,6998,6848.0,150.0,1,WH-GUN
2023-12-01,2023,12,Guntur,Ponnur,FPS-GUN-PON-03,Wheat,1226,2258,2292,1996.0,296.0,2,WH-GUN
2023-12-01,2023,12,Guntur,Ponnur,FPS-GUN-PON-03,Sugar,1226,276,295,279.0,16.0,13,WH-GUN
2021-01-01,2021,1,Nandyal,Atmakur,FPS-NAN-ATM-01,Rice,756,4049,3705,3685.0,20.0,1,WH-NAN
2021-01-01,2021,1,Nandyal,Atmakur,FPS-NAN-ATM-01,Wheat,756,1392,1439,1328.0,111.0,2,WH-NAN
2021-01-01,2021,1,Nandyal,Atmakur,FPS-NAN-ATM-01,Sugar,756,182,187,155.0,32.0,13,WH-NAN
2021-02-01,2021,2,Nandyal,Atmakur,FPS-NAN-ATM-01,Rice,754,3962,3726,3247.0,479.0,1,WH-NAN
2021-02-01,2021,2,Nandyal,Atmakur,FPS-NAN-ATM-01,Wheat,754,1344,1298,1069.0,229.0,2,WH-NAN
2021-02-01,2021,2,Nandyal,Atmakur,FPS-NAN-ATM-01,Sugar,754,141,154,117.0,37.0,13,WH-NAN
2021-03-01,2021,3,Nandyal,Atmakur,FPS-NAN-ATM-01,Rice,748,3728,3517,3285.0,232.0,1,WH-NAN
2021-03-01,2021,3,Nandyal,Atmakur,FPS-NAN-ATM-01,Wheat,748,1207,1249,1070.0,179.0,2,WH-NAN
2021-03-01,2021,3,Nandyal,Atmakur,FPS-NAN-ATM-01,Sugar,748,171,158,116.0,42.0,13,WH-NAN
2021-04-01,2021,4,Nandyal,Atmakur,FPS-NAN-ATM-01,Rice,743,3572,3885,3467.0,418.0,1,WH-NAN
2021-04-01,2021,4,Nandyal,Atmakur,FPS-NAN-ATM-01,Wheat,743,1181,1108,813.0,295.0,2,WH-NAN
2021-04-01,2021,4,Nandyal,Atmakur,FPS-NAN-ATM-01,Sugar,743,97,93,71.0,22.0,13,WH-NAN
2021-05-01,2021,5,Nandyal,Atmakur,FPS-NAN-ATM-01,Rice,758,3488,3620,3221.0,399.0,1,WH-NAN
2021-05-01,2021,5,Nandyal,Atmakur,FPS-NAN-ATM-01,Wheat,758,1172,1165,,,2,WH-NAN
2021-05-01,2021,5,Nandyal,Atmakur,FPS-NAN-ATM-01,Sugar,758,104,112,71.0,41.0,13,WH-NAN
2021-06-01,2021,6,Nandyal,Atmakur,FPS-NAN-ATM-01,Rice,753,3577,3793,2987.0,806.0,1,WH-NAN
2021-06-01,2021,6,Nandyal,Atmakur,FPS-NAN-ATM-01,Wheat,753,1199,1290,1085.0,205.0,2,WH-NAN
2021-06-01,2021,6,Nandyal,Atmakur,FPS-NAN-ATM-01,Sugar,753,125,129,87.0,42.0,13,WH-NAN
2021-07-01,2021,7,Nandyal,Atmakur,FPS-NAN-ATM-01,Rice,722,3504,3439,3027.0,412.0,1,WH-NAN
2021-07-01,2021,7,Nandyal,Atmakur,FPS-NAN-ATM-01,Wheat,722,1162,1082,852.0,230.0,2,WH-NAN
2021-07-01,2021,7,Nandyal,Atmakur,FPS-NAN-ATM-01,Sugar,722,165,170,123.0,47.0,13,WH-NAN
2021-08-01,2021,8,Nandyal,Atmakur,FPS-NAN-ATM-01,Rice,733,3599,3868,3493.0,375.0,1,WH-NAN
2021-08-01,2021,8,Nandyal,Atmakur,FPS-NAN-ATM-01,Wheat,733,1187,1304,1165.0,139.0,2,WH-NAN
2021-08-01,2021,8,Nandyal,Atmakur,FPS-NAN-ATM-01,Sugar,733,158,169,129.0,40.0,13,WH-NAN
2021-09-01,2021,9,Nandyal,Atmakur,FPS-NAN-ATM-01,Rice,747,3717,3980,3407.0,573.0,1,WH-NAN
2021-09-01,2021,9,Nandyal,Atmakur,FPS-NAN-ATM-01,Wheat,747,1229,1235,1092.0,143.0,2,WH-NAN
2021-09-01,2021,9,Nandyal,Atmakur,FPS-NAN-ATM-01,Sugar,747,130,125,103.0,22.0,13,WH-NAN
2021-10-01,2021,10,Nandyal,Atmakur,FPS-NAN-ATM-01,Rice,752,3821,3765,3670.0,95.0,1,WH-NAN
2021-10-01,2021,10,Nandyal,Atmakur,FPS-NAN-ATM-01,Wheat,752,1267,1295,1132.0,163.0,2,WH-NAN
2021-10-01,2021,10,Nandyal,Atmakur,FPS-NAN-ATM-01,Sugar,752,169,163,134.0,29.0,13,WH-NAN
2021-11-01,2021,11,Nandyal,Atmakur,FPS-NAN-ATM-01,Rice,730,3842,3875,3722.0,153.0,1,WH-NAN
2021-11-01,2021,11,Nandyal,Atmakur,FPS-NAN-ATM-01,Wheat,730,1305,1384,1124.0,260.0,2,WH-NAN
2021-11-01,2021,11,Nandyal,Atmakur,FPS-NAN-ATM-01,Sugar,730,105,101,78.0,23.0,13,WH-NAN
2021-12-01,2021,12,Nandyal,Atmakur,FPS-NAN-ATM-01,Rice,743,4067,4267,3916.0,351.0,1,WH-NAN
2021-12-01,2021,12,Nandyal,Atmakur,FPS-NAN-ATM-01,Wheat,743,1339,1261,1141.0,120.0,2,WH-NAN
2021-12-01,2021,12,Nandyal,Atmakur,FPS-NAN-ATM-01,Sugar,743,118,107,,,13,WH-NAN
2022-01-01,2022,1,Nandyal,Atmakur,FPS-NAN-ATM-01,Rice,752,4075,3757,3276.0,481.0,1,WH-NAN
2022-01-01,2022,1,Nandyal,Atmakur,FPS-NAN-ATM-01,Wheat,752,1302,1412,1028.0,384.0,2,WH-NAN
2022-01-01,2022,1,Nandyal,Atmakur,FPS-NAN-ATM-01,Sugar,752,138,125,110.0,15.0,13,WH-NAN
2022-02-01,2022,2,Nandyal,Atmakur,FPS-NAN-ATM-01,Rice,764,4016,4021,3547.0,474.0,1,WH-NAN
2022-02-01,2022,2,Nandyal,Atmakur,FPS-NAN-ATM-01,Wheat,764,1331,1254,1020.0,234.0,2,WH-NAN
2022-02-01,2022,2,Nandyal,Atmakur,FPS-NAN-ATM-01,Sugar,764,374,146,116.0,30.0,13,WH-NAN
2022-03-01,2022,3,Nandyal,Atmakur,FPS-NAN-ATM-01,Rice,748,3738,3570,2851.0,719.0,1,WH-NAN
2022-03-01,2022,3,Nandyal,Atmakur,FPS-NAN-ATM-01,Wheat,748,1252,1273,1100.0,173.0,2,WH-NAN
2022-03-01,2022,3,Nandyal,Atmakur,FPS-NAN-ATM-01,Sugar,748,183,192,136.0,56.0,13,WH-NAN
2022-04-01,2022,4,Nandyal,Atmakur,FPS-NAN-ATM-01,Rice,746,3584,3422,2916.0,506.0,1,WH-NAN
2022-04-01,2022,4,Nandyal,Atmakur,FPS-NAN-ATM-01,Wheat,746,1161,1156,855.0,301.0,2,WH-NAN
2022-04-01,2022,4,Nandyal,Atmakur,FPS-NAN-ATM-01,Sugar,746,104,97,66.0,31.0,13,WH-NAN
2022-05-01,2022,5,Nandyal,Atmakur,FPS-NAN-ATM-01,Rice,747,3506,3441,2557.0,884.0,1,WH-NAN
2022-05-01,2022,5,Nandyal,Atmakur,FPS-NAN-ATM-01,Wheat,747,1142,1183,917.0,266.0,2,WH-NAN
2022-05-01,2022,5,Nandyal,Atmakur,FPS-NAN-ATM-01,Sugar,747,137,123,90.0,33.0,13,WH-NAN
2022-06-01,2022,6,Nandyal,Atmakur,FPS-NAN-ATM-01,Rice,770,3665,3822,3101.0,721.0,1,WH-NAN
2022-06-01,2022,6,Nandyal,Atmakur,FPS-NAN-ATM-01,Wheat,770,1199,1175,940.0,235.0,2,WH-NAN
2022-06-01,2022,6,Nandyal,Atmakur,FPS-NAN-ATM-01,Sugar,770,154,166,121.0,45.0,13,WH-NAN
2022-07-01,2022,7,Nandyal,Atmakur,FPS-NAN-ATM-01,Rice,727,3583,3462,3268.0,194.0,1,WH-NAN
2022-07-01,2022,7,Nandyal,Atmakur,FPS-NAN-ATM-01,Wheat,727,1171,1090,726.0,364.0,2,WH-NAN
2022-07-01,2022,7,Nandyal,Atmakur,FPS-NAN-ATM-01,Sugar,727,88,86,64.0,22.0,13,WH-NAN
2022-08-01,2022,8,Nandyal,Atmakur,FPS-NAN-ATM-01,Rice,752,3694,3425,2927.0,498.0,1,WH-NAN
2022-08-01,2022,8,Nandyal,Atmakur,FPS-NAN-ATM-01,Wheat,752,1221,1129,894.0,235.0,2,WH-NAN
2022-08-01,2022,8,Nandyal,Atmakur,FPS-NAN-ATM-01,Sugar,752,159,163,,,13,WH-NAN
2022-09-01,2022,9,Nandyal,Atmakur,FPS-NAN-ATM-01,Rice,762,3815,3640,3188.0,452.0,1,WH-NAN
2022-09-01,2022,9,Nandyal,Atmakur,FPS-NAN-ATM-01,Wheat,762,1298,1229,943.0,286.0,2,WH-NAN
2022-09-01,2022,9,Nandyal,Atmakur,FPS-NAN-ATM-01,Sugar,762,107,101,78.0,23.0,13,WH-NAN
2022-10-01,2022,10,Nandyal,Atmakur,FPS-NAN-ATM-01,Rice,757,3866,3650,3432.0,218.0,1,WH-NAN
2022-10-01,2022,10,Nandyal,Atmakur,FPS-NAN-ATM-01,Wheat,757,1313,1338,1139.0,199.0,2,WH-NAN
2022-10-01,2022,10,Nandyal,Atmakur,FPS-NAN-ATM-01,Sugar,757,130,138,98.0,40.0,13,WH-NAN
2022-11-01,2022,11,Nandyal,Atmakur,FPS-NAN-ATM-01,Rice,763,4038,3860,3089.0,771.0,1,WH-NAN
2022-11-01,2022,11,Nandyal,Atmakur,FPS-NAN-ATM-01,Wheat,763,1355,1279,1057.0,222.0,2,WH-NAN
2022-11-01,2022,11,Nandyal,Atmakur,FPS-NAN-ATM-01,Sugar,763,167,166,129.0,37.0,13,WH-NAN
2022-12-01,2022,12,Nandyal,Atmakur,FPS-NAN-ATM-01,Rice,765,4246,4307,3833.0,474.0,1,WH-NAN
2022-12-01,2022,12,Nandyal,Atmakur,FPS-NAN-ATM-01,Wheat,765,1370,1266,1032.0,234.0,2,WH-NAN
2022-12-01,2022,12,Nandyal,Atmakur,FPS-NAN-ATM-01,Sugar,765,172,165,145.0,20.0,13,WH-NAN
2023-01-01,2023,1,Nandyal,Atmakur,FPS-NAN-ATM-01,Rice,742,4026,3951,3666.0,285.0,1,WH-NAN
2023-01-01,2023,1,Nandyal,Atmakur,FPS-NAN-ATM-01,Wheat,742,1347,1340,1185.0,155.0,2,WH-NAN
2023-01-01,2023,1,Nandyal,Atmakur,FPS-NAN-ATM-01,Sugar,742,128,133,120.0,13.0,13,WH-NAN
2023-02-01,2023,2,Nandyal,Atmakur,FPS-NAN-ATM-01,Rice,775,4084,3880,3510.0,370.0,1,WH-NAN
2023-02-01,2023,2,Nandyal,Atmakur,FPS-NAN-ATM-01,Wheat,775,1372,1408,1344.0,64.0,2,WH-NAN
2023-02-01,2023,2,Nandyal,Atmakur,FPS-NAN-ATM-01,Sugar,775,138,140,106.0,34.0,13,WH-NAN
2023-03-01,2023,3,Nandyal,Atmakur,FPS-NAN-ATM-01,Rice,761,3837,4054,3435.0,619.0,1,WH-NAN
2023-03-01,2023,3,Nandyal,Atmakur,FPS-NAN-ATM-01,Wheat,761,1267,1200,905.0,295.0,2,WH-NAN
2023-03-01,2023,3,Nandyal,Atmakur,FPS-NAN-ATM-01,Sugar,761,116,124,82.0,42.0,13,WH-NAN
2023-04-01,2023,4,Nandyal,Atmakur,FPS-NAN-ATM-01,Rice,767,3705,3452,2985.0,467.0,1,WH-NAN
2023-04-01,2023,4,Nandyal,Atmakur,FPS-NAN-ATM-01,Wheat,767,1193,1162,912.0,250.0,2,WH-NAN
2023-04-01,2023,4,Nandyal,Atmakur,FPS-NAN-ATM-01,Sugar,767,113,115,78.0,37.0,13,WH-NAN
2023-05-01,2023,5,Nandyal,Atmakur,FPS-NAN-ATM-01,Rice,767,3604,3540,2585.0,955.0,1,WH-NAN
2023-05-01,2023,5,Nandyal,Atmakur,FPS-NAN-ATM-01,Wheat,767,1205,1303,959.0,344.0,2,WH-NAN
2023-05-01,2023,5,Nandyal,Atmakur,FPS-NAN-ATM-01,Sugar,767,161,154,112.0,42.0,13,WH-NAN
2023-06-01,2023,6,Nandyal,Atmakur,FPS-NAN-ATM-01,Rice,761,3591,3305,,,1,WH-NAN
2023-06-01,2023,6,Nandyal,Atmakur,FPS-NAN-ATM-01,Wheat,761,1176,1198,852.0,346.0,2,WH-NAN
2023-06-01,2023,6,Nandyal,Atmakur,FPS-NAN-ATM-01,Sugar,761,153,148,112.0,36.0,13,WH-NAN
2023-07-01,2023,7,Nandyal,Atmakur,FPS-NAN-ATM-01,Rice,760,3743,3493,3059.0,434.0,1,WH-NAN
2023-07-01,2023,7,Nandyal,Atmakur,FPS-NAN-ATM-01,Wheat,760,1246,1296,1056.0,240.0,2,WH-NAN
2023-07-01,2023,7,Nandyal,Atmakur,FPS-NAN-ATM-01,Sugar,760,163,153,116.0,37.0,13,WH-NAN
2023-08-01,2023,8,Nandyal,Atmakur,FPS-NAN-ATM-01,Rice,739,3644,3634,3149.0,485.0,1,WH-NAN
2023-08-01,2023,8,Nandyal,Atmakur,FPS-NAN-ATM-01,Wheat,739,1220,1312,928.0,384.0,2,WH-NAN
2023-08-01,2023,8,Nandyal,Atmakur,FPS-NAN-ATM-01,Sugar,739,173,170,144.0,26.0,13,WH-NAN
2023-09-01,2023,9,Nandyal,Atmakur,FPS-NAN-ATM-01,Rice,760,3762,4026,3523.0,503.0,1,WH-NAN
2023-09-01,2023,9,Nandyal,Atmakur,FPS-NAN-ATM-01,Wheat,760,1241,1339,1178.0,161.0,2,WH-NAN
2023-09-01,2023,9,Nandyal,Atmakur,FPS-NAN-ATM-01,Sugar,760,151,143,109.0,34.0,13,WH-NAN
2023-10-01,2023,10,Nandyal,Atmakur,FPS-NAN-ATM-01,Rice,761,3876,4262,3545.0,717.0,1,WH-NAN
2023-10-01,2023,10,Nandyal,Atmakur,FPS-NAN-ATM-01,Wheat,761,1327,1254,1142.0,112.0,2,WH-NAN
2023-10-01,2023,10,Nandyal,Atmakur,FPS-NAN-ATM-01,Sugar,761,113,120,102.0,18.0,13,WH-NAN
2023-11-01,2023,11,Nandyal,Atmakur,FPS-NAN-ATM-01,Rice,768,4079,3716,3155.0,561.0,1,WH-NAN
2023-11-01,2023,11,Nandyal,Atmakur,FPS-NAN-ATM-01,Wheat,768,1384,1500,1283.0,217.0,2,WH-NAN
2023-11-01,2023,11,Nandyal,Atmakur,FPS-NAN-ATM-01,Sugar,768,133,127,109.0,18.0,13,WH-NAN
2023-12-01,2023,12,Nandyal,Atmakur,FPS-NAN-ATM-01,Rice,755,4142,4146,3841.0,305.0,1,WH-NAN
2023-12-01,2023,12,Nandyal,Atmakur,FPS-NAN-ATM-01,Wheat,755,1365,1324,1199.0,125.0,2,WH-NAN
2023-12-01,2023,12,Nandyal,Atmakur,FPS-NAN-ATM-01,Sugar,755,152,149,117.0,32.0,13,WH-NAN
2021-01-01,2021,1,Nandyal,Atmakur,FPS-NAN-ATM-02,Rice,795,4299,4675,4347.0,328.0,1,WH-NAN
2021-01-01,2021,1,Nandyal,Atmakur,FPS-NAN-ATM-02,Wheat,795,1446,1400,1227.0,173.0,2,WH-NAN
2021-01-01,2021,1,Nandyal,Atmakur,FPS-NAN-ATM-02,Sugar,795,116,119,92.0,27.0,13,WH-NAN
2021-02-01,2021,2,Nandyal,Atmakur,FPS-NAN-ATM-02,Rice,802,4190,3790,3613.0,177.0,1,WH-NAN
2021-02-01,2021,2,Nandyal,Atmakur,FPS-NAN-ATM-02,Wheat,802,1399,1305,1029.0,276.0,2,WH-NAN
2021-02-01,2021,2,Nandyal,Atmakur,FPS-NAN-ATM-02,Sugar,802,172,175,145.0,30.0,13,WH-NAN
2021-03-01,2021,3,Nandyal,Atmakur,FPS-NAN-ATM-02,Rice,814,4037,4118,3712.0,406.0,1,WH-NAN
2021-03-01,2021,3,Nandyal,Atmakur,FPS-NAN-ATM-02,Wheat,814,1313,1345,1106.0,239.0,2,WH-NAN
2021-03-01,2021,3,Nandyal,Atmakur,FPS-NAN-ATM-02,Sugar,814,129,117,90.0,27.0,13,WH-NAN
2021-04-01,2021,4,Nandyal,Atmakur,FPS-NAN-ATM-02,Rice,801,3874,3718,2989.0,729.0,1,WH-NAN
2021-04-01,2021,4,Nandyal,Atmakur,FPS-NAN-ATM-02,Wheat,801,1310,1408,1009.0,399.0,2,WH-NAN
2021-04-01,2021,4,Nandyal,Atmakur,FPS-NAN-ATM-02,Sugar,801,119,127,85.0,42.0,13,WH-NAN
2021-05-01,2021,5,Nandyal,Atmakur,FPS-NAN-ATM-02,Rice,778,3627,3504,3059.0,445.0,1,WH-NAN
2021-05-01,2021,5,Nandyal,Atmakur,FPS-NAN-ATM-02,Wheat,778,1181,1274,804.0,470.0,2,WH-NAN
2021-05-01,2021,5,Nandyal,Atmakur,FPS-NAN-ATM-02,Sugar,778,270,97,73.0,24.0,13,WH-NAN
2021-06-01,2021,6,Nandyal,Atmakur,FPS-NAN-ATM-02,Rice,780,3712,3564,3106.0,458.0,1,WH-NAN
2021-06-01,2021,6,Nandyal,Atmakur,FPS-NAN-ATM-02,Wheat,780,1235,1214,946.0,268.0,2,WH-NAN
2021-06-01,2021,6,Nandyal,Atmakur,FPS-NAN-ATM-02,Sugar,780,138,127,99.0,28.0,13,WH-NAN
2021-07-01,2021,7,Nandyal,Atmakur,FPS-NAN-ATM-02,Rice,793,3920,3564,3255.0,309.0,1,WH-NAN
2021-07-01,2021,7,Nandyal,Atmakur,FPS-NAN-ATM-02,Wheat,793,1298,1169,896.0,273.0,2,WH-NAN
2021-07-01,2021,7,Nandyal,Atmakur,FPS-NAN-ATM-02,Sugar,793,139,125,92.0,33.0,13,WH-NAN
2021-08-01,2021,8,Nandyal,Atmakur,FPS-NAN-ATM-02,Rice,806,3960,3984,3427.0,557.0,1,WH-NAN
2021-08-01,2021,8,Nandyal,Atmakur,FPS-NAN-ATM-02,Wheat,806,1353,1402,1200.0,202.0,2,WH-NAN
2021-08-01,2021,8,Nandyal,Atmakur,FPS-NAN-ATM-02,Sugar,806,113,111,93.0,18.0,13,WH-NAN
2021-09-01,2021,9,Nandyal,Atmakur,FPS-NAN-ATM-02,Rice,816,4058,3791,3349.0,442.0,1,WH-NAN
2021-09-01,2021,9,Nandyal,Atmakur,FPS-NAN-ATM-02,Wheat,816,1354,1223,963.0,260.0,2,WH-NAN
2021-09-01,2021,9,Nandyal,Atmakur,FPS-NAN-ATM-02,Sugar,816,119,117,82.0,35.0,13,WH-NAN
2021-10-01,2021,10,Nandyal,Atmakur,FPS-NAN-ATM-02,Rice,780,4006,3964,3653.0,311.0,1,WH-NAN
2021-10-01,2021,10,Nandyal,Atmakur,FPS-NAN-ATM-02,Wheat,780,1353,1250,1029.0,221.0,2,WH-NAN
2021-10-01,2021,10,Nandyal,Atmakur,FPS-NAN-ATM-02,Sugar,780,181,180,129.0,51.0,13,WH-NAN
2021-11-01,2021,11,Nandyal,Atmakur,FPS-NAN-ATM-02,Rice,781,4103,3886,3466.0,420.0,1,WH-NAN
2021-11-01,2021,11,Nandyal,Atmakur,FPS-NAN-ATM-02,Wheat,781,1325,1299,1168.0,131.0,2,WH-NAN
2021-11-01,2021,11,Nandyal,Atmakur,FPS-NAN-ATM-02,Sugar,781,174,171,150.0,21.0,13,WH-NAN
2021-12-01,2021,12,Nandyal,Atmakur,FPS-NAN-ATM-02,Rice,785,4364,4155,4157.0,0.0,1,WH-NAN
2021-12-01,2021,12,Nandyal,Atmakur,FPS-NAN-ATM-02,Wheat,785,1410,1325,1189.0,136.0,2,WH-NAN
2021-12-01,2021,12,Nandyal,Atmakur,FPS-NAN-ATM-02,Sugar,785,123,117,98.0,19.0,13,WH-NAN
2022-01-01,2022,1,Nandyal,Atmakur,FPS-NAN-ATM-02,Rice,809,4380,4312,3803.0,509.0,1,WH-NAN
2022-01-01,2022,1,Nandyal,Atmakur,FPS-NAN-ATM-02,Wheat,809,1479,1504,1366.0,138.0,2,WH-NAN
2022-01-01,2022,1,Nandyal,Atmakur,FPS-NAN-ATM-02,Sugar,809,192,185,145.0,40.0,13,WH-NAN
2022-02-01,2022,2,Nandyal,Atmakur,FPS-NAN-ATM-02,Rice,804,4193,4507,3993.0,514.0,1,WH-NAN
2022-02-01,2022,2,Nandyal,Atmakur,FPS-NAN-ATM-02,Wheat,804,1396,1467,1256.0,211.0,2,WH-NAN
2022-02-01,2022,2,Nandyal,Atmakur,FPS-NAN-ATM-02,Sugar,804,177,193,145.0,48.0,13,WH-NAN
2022-03-01,2022,3,Nandyal,Atmakur,FPS-NAN-ATM-02,Rice,796,3956,3649,2941.0,708.0,1,WH-NAN
2022-03-01,2022,3,Nandyal,Atmakur,FPS-NAN-ATM-02,Wheat,796,1307,1335,1048.0,287.0,2,WH-NAN
2022-03-01,2022,3,Nandyal,Atmakur,FPS-NAN-ATM-02,Sugar,796,151,158,124.0,34.0,13,WH-NAN
2022-04-01,2022,4,Nandyal,Atmakur,FPS-NAN-ATM-02,Rice,826,3982,3657,3054.0,603.0,1,WH-NAN
2022-04-01,2022,4,Nandyal,Atmakur,FPS-NAN-ATM-02,Wheat,826,1289,1246,,,2,WH-NAN
2022-04-01,2022,4,Nandyal,Atmakur,FPS-NAN-ATM-02,Sugar,826,105,98,72.0,26.0,13,WH-NAN
2022-05-01,2022,5,Nandyal,Atmakur,FPS-NAN-ATM-02,Rice,832,3917,4025,3445.0,580.0,1,WH-NAN
2022-05-01,2022,5,Nandyal,Atmakur,FPS-NAN-ATM-02,Wheat,832,1258,1363,1074.0,289.0,2,WH-NAN
2022-05-01,2022,5,Nandyal,Atmakur,FPS-NAN-ATM-02,Sugar,832,143,153,107.0,46.0,13,WH-NAN
2022-06-01,2022,6,Nandyal,Atmakur,FPS-NAN-ATM-02,Rice,791,3764,4081,3314.0,767.0,1,WH-NAN
2022-06-01,2022,6,Nandyal,Atmakur,FPS-NAN-ATM-02,Wheat,791,1212,1270,974.0,296.0,2,WH-NAN
2022-06-01,2022,6,Nandyal,Atmakur,FPS-NAN-ATM-02,Sugar,791,131,136,99.0,37.0,13,WH-NAN
2022-07-01,2022,7,Nandyal,Atmakur,FPS-NAN-ATM-02,Rice,804,3920,3561,2943.0,618.0,1,WH-NAN
2022-07-01,2022,7,Nandyal,Atmakur,FPS-NAN-ATM-02,Wheat,804,1284,1173,977.0,196.0,2,WH-NAN
2022-07-01,2022,7,Nandyal,Atmakur,FPS-NAN-ATM-02,Sugar,804,112,121,95.0,26.0,13,WH-NAN
2022-08-01,2022,8,Nandyal,Atmakur,FPS-NAN-ATM-02,Rice,817,4060,4407,3770.0,637.0,1,WH-NAN
2022-08-01,2022,8,Nandyal,Atmakur,FPS-NAN-ATM-02,Wheat,817,1352,1438,1314.0,124.0,2,WH-NAN
2022-08-01,2022,8,Nandyal,Atmakur,FPS-NAN-ATM-02,Sugar,817,181,194,136.0,58.0,13,WH-NAN
2022-09-01,2022,9,Nandyal,Atmakur,FPS-NAN-ATM-02,Rice,794,3965,3818,3516.0,302.0,1,WH-NAN
2022-09-01,2022,9,Nandyal,Atmakur,FPS-NAN-ATM-02,Wheat,794,1340,1366,1104.0,262.0,2,WH-NAN
2022-09-01,2022,9,Nandyal,Atmakur,FPS-NAN-ATM-02,Sugar,794,128,120,98.0,22.0,13,WH-NAN
2022-10-01,2022,10,Nandyal,Atmakur,FPS-NAN-ATM-02,Rice,799,4106,3850,3549.0,301.0,1,WH-NAN
2022-10-01,2022,10,Nandyal,Atmakur,FPS-NAN-ATM-02,Wheat,799,1366,1281,1104.0,177.0,2,WH-NAN
2022-10-01,2022,10,Nandyal,Atmakur,FPS-NAN-ATM-02,Sugar,799,125,136,103.0,33.0,13,WH-NAN
